Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
2004 06 01 11 18 31.50,Etna - Versante nord-orientale,,37.795,15.06,,3.62
2004 07 22 02 08 52.40,Etna - Versante orientale,,37.703,15.111,,3.5
2004 07 22 02 11 27.05,Etna - Versante orientale,34,37.703,15.113,06/07/20,3.62
2004 11 05 20 22 31.28,Tirreno meridionale,,38.595,15.673,,4.07
2004 12 30 04 04 50.26,Monti Iblei,48,36.877,14.68,4,3.82
2005 03 02 04 02 34.91,Tirreno meridionale,,38.641,15.424,,4.13
2005 04 19 00 52 26.60,Etna - Contrada Cubisia (Acicatena),11,37.623,15.133,05/06/20,2.22
2005 08 14 21 56 48.72,Etna - Versante nord-orientale,,37.81,15.112,,3.5
2005 10 30 06 06 49.93,Etna - Versante meridionale,,37.636,15.045,,3.7
2005 10 31 00 02 41.21,Etna - Trecastagni,32,37.615,15.066,06/07/20,3.8
2005 11 03 09 19 04.45,Costa siciliana settetrionale,61,37.972,14.259,04/05/20,3.3
2005 11 21 10 57 40.23,Sicilia centrale,255,37.597,14.105,,4.56
2006 01 08 16 09 23.62,Etna - Versante sud-occidentale,,37.661,14.949,,3.7
2006 02 27 04 34 01.83,Monti Peloritani,55,38.155,15.2,5,4.38
2006 03 29 20 19 59.74,Sicilia centrale,,37.696,13.84,,4.1
2006 04 23 14 42 38.19,Siracusano,12,37.038,15.053,4,4.05
2006 05 20 07 05 55.58,Etna - Versante sud-occidentale,27,37.651,14.932,6,3.91
2006 08 29 07 01 13.52,Etna - Versante nord-orientale,8,37.809,15.115,04/05/20,3.1
2006 10 26 14 28 38.40,Tirreno meridionale,,38.761,15.395,,5.79
2006 11 23 13 31 55.05,Stretto di Sicilia,,36.024,12.901,,4.77
2006 12 19 14 58 05.94,Etna - Versante nord-occidentale,28,37.783,14.857,6,4.19
2007 04 10 19 17 33.89,Stretto di Sicilia,,36.994,12.921,,4.29
2007 07 04 23 55 35.35,Stromboli,,38.938,15.146,,5.25
2007 08 18 14 04 07.98,Golfo di Patti,,38.275,15.173,,4.48
2008 04 09 04 14 35.66,Etna - Versante orientale,25,37.703,15.133,05/06/20,3.5
2008 04 20 07 47 25.11,Etna - Nicolosi,29,37.625,15.025,6,3.2
2008 05 01 21 05 47.72,Etna - Versante nord-orientale,11,37.798,15.141,04/05/20,3.5
2008 05 13 09 20 18.38,Etna - Area sommitale,,37.772,15.004,,3.6
2008 05 13 09 23 05.16,Etna - Area sommitale,,37.778,15.023,,3.6
2008 05 13 09 28 04.97,Etna - Area sommitale,,37.767,15.008,,3.8
2008 05 13 09 56 38.16,Etna - Area sommitale,,37.758,15.021,,3.6
2008 05 13 10 07 47.17,Etna - Area sommitale,,37.775,15.002,,3.9
2008 05 13 11 03 31.81,Etna - Area sommitale,,37.775,15.007,,3.7
2008 05 13 11 52 38.09,Etna - Area sommitale,,37.769,15.001,,3.6
2008 05 13 12 13 41.63,Etna - Area sommitale,,37.772,15.005,,3.8
2008 05 13 13 26 48.86,Etna - Area sommitale,,37.775,15.001,,3.7
2008 10 30 15 49 30.45,Tirreno meridionale,,38.916,15.383,,4.07
2008 11 28 23 39 22.22,Sicilia centrale,,37.617,13.823,,4.43
2008 12 16 02 30 14.17,Etna - Versante sud-occidentale,38,37.656,14.935,6,4
2009 03 14 09 26 50.72,Etna - Versante orientale,31,37.734,15.129,6,3.5
2009 03 17 17 39 15.65,Isole Eolie,,38.649,14.917,,4.07
2009 03 19 08 27 55.68,Stretto di Sicilia,,36.58,12.766,,4.31
2009 05 13 14 13 46.68,Etna - San Matteo (Giarre),58,37.714,15.165,6,3.6
2009 08 25 16 58 02.19,Etna - Piano Pernicana (Linguaglossa),8,37.807,15.118,04/05/20,3.6
2009 09 07 21 26 31.40,Tirreno meridionale,,38.677,14.027,,4.76
2009 09 15 03 16 10.78,Isole Eolie,,38.633,14.817,,4.26
2009 11 08 06 51 16.41,Monti Nebrodi,28,37.847,14.557,5,4.52
2009 12 19 05 36 28.00,Etna - Versante nord-occidentale,,37.769,14.877,,4.4
2009 12 19 07 42 25.88,Etna - Versante nord-occidentale,,37.787,14.889,,3.7
2009 12 19 08 01 10.74,Etna - Versante nord-occidentale,,37.786,14.882,,3.6
2009 12 19 08 24 57.03,Etna - Versante nord-occidentale,,37.779,14.9,,3.8
2009 12 19 09 01 14.58,Etna - Maletto,64,37.807,14.865,6,4.39
2009 12 19 12 35 39.73,Etna - Versante nord-occidentale,,37.795,14.885,,3.5
2009 12 19 12 43 10.67,Etna - Versante nord-occidentale,,37.804,14.925,,3.8
2009 12 19 18 08 33.06,Etna - Versante nord-occidentale,,37.815,14.891,,3.5
2009 12 23 14 24 41.73,Etna - Versante nord-occidentale,,37.813,14.893,,3.7
2010 04 02 20 04 44.28,Etna - Piano Pernicana (Linguaglossa),25,37.804,15.094,06/07/20,4.19
2010 04 02 20 05 30.28,Etna - Piano Pernicana (Lingualossa),,37.81,15.059,,4
2010 04 02 20 21 54.68,Etna - Versante nord-orientale,,37.806,15.116,,3.5
2010 04 03 00 05 12.58,Etna - Piano Provenzana (Linguaglossa),,37.8,15.044,,3.6
2010 08 16 12 54 47.89,Isole Eolie,29,38.376,14.974,05/06/20,4.68
2010 11 08 18 17 32.28,Etna - S. Maria la Stella (Aci S. Antonio),17,37.633,15.132,5,3
2011 04 24 13 02 14.25,Stretto di Sicilia,,35.946,14.816,,4.2
2011 05 06 15 12 35.04,Etna - Versante nord-occidentale,25,37.801,14.948,05/06/20,4.31
2011 05 06 19 28 49.32,Etna - Versante nord-occidentale,,37.804,14.937,,3.5
2011 05 11 01 45 35.57,Etna - Versante nord-occidentale,,37.802,14.945,,3.5
2011 06 23 22 02 46.71,Monti Nebrodi,54,38.064,14.784,05/06/20,4.7
2011 07 06 09 08 38.73,Monti Nebrodi,,38.051,14.782,,4.06
2011 10 09 08 28 26.65,Monti Iblei,26,36.982,15.097,4,3.47
2011 11 15 04 59 00.69,Tirreno meridionale,,38.285,14.672,,4.2
2011 12 18 15 01 04.91,Stretto di Sicilia,,36.179,12.776,,4.69
2012 02 25 20 34 36.23,Tirreno meridionale,,38.522,13.435,,4.43
2012 03 28 23 17 05.03,Isole Eolie,,38.65,15.013,,4.07
2012 04 13 06 21 34.85,Golfo di Palermo,,38.285,13.272,,4.52
2012 06 27 01 14 20.24,Monti Iblei,16,36.996,15.058,5,3.9
2012 06 27 21 58 22.60,Etna - Versante orientale,23,37.728,15.122,6,3.2
2012 07 04 13 27 13.13,Tirreno meridionale,,38.45,15.174,,4.32
2012 08 13 07 30 52.96,Tirreno meridionale,,38.493,13.738,,4.15
2012 08 28 23 12 15.47,Calabria meridionale,,38.205,15.728,,4.63
2012 09 14 22 19 25.47,Stretto di Sicilia,,36.483,13.102,,4.05
2012 09 29 00 39 44.32,Isole Eolie,,38.569,14.792,,4.48
2012 11 13 07 06 33.34,Calabria meridionale,,38.234,15.854,,4.38
2012 11 22 09 10 41.00,Etna - Versante nord-occidentale,,37.804,14.946,,4.11
2012 11 22 11 25 51.12,Etna - Versante nord-occidentale,,37.807,14.945,,4.17
2012 11 22 11 28 55.09,Etna - Versante nord-occidentale,,37.804,14.946,,3.9
2013 01 04 07 50 06.00,Monti Nebrodi,38,37.881,14.719,5,4.37
2013 05 23 13 04 48.43,Etna - Versante orientale,41,37.694,15.122,5,3.4
2013 08 15 23 04 58.47,Monti Peloritani,,38.162,14.913,,4.56
2013 08 15 23 06 51.20,Monti Peloritani,49,38.162,14.913,05/06/20,4.38
2013 08 24 17 18 18.77,Capo Passero,,36.713,15.077,,4.1
2013 12 15 03 57 34.01,Capo Passero,,36.671,15.034,,4.12
2014 01 14 03 43 42.00,Isole Eolie,,38.392,14.904,,4.1
2014 01 14 04 35,Isole Eolie,,38.367,14.907,,4.15
2014 09 25 16 33 57.45,Etna - S. Maria la Stella (Aci S. Antonio),20,37.618,15.142,05/06/20,3.3
2014 09 30 23 00 55.76,Etna - Versante orientale,,37.65,15.128,,3.1
2014 10 09 22 58,Tirreno meridionale,,38.541,14.847,,4.09
2015 01 10 23 50 03.86,Stretto di Sicilia,,36.438,12.721,,4.01
2015 02 06 08 52 28.77,Tirreno meridionale,,38.807,14.997,,4.82
2015 04 20 01 07 41.82,Etna - Versante nord-orientale,,37.806,15.113,,3.6
2015 05 09 08 22 41.68,Tirreno meridionale,,38.678,15.293,,4.64
2015 05 24 06 00 32.22,Calabria meridionale,,37.956,16.028,,3.99
2015 06 26 08 51 11.65,Stretto di Sicilia,,36.182,12.744,,4
2015 08 08 22 46 25.04,Tirreno meridionale,,38.517,14.277,,4.03
2015 08 29 20 25 13.54,Tirreno meridionale,,38.499,12.114,,4.37
2015 10 14 10 20 52.38,Tirreno meridionale,,38.876,14.778,,4.35
2015 12 08 09 28 29.85,Etna - Versante nord-orientale,19,37.803,15.045,5,3.6
2015 12 08 10 53 54.13,Etna - Versante nord-orientale,,37.802,15.043,,3.2
2015 12 20 09 46 04.71,Tirreno meridionale,,38.345,13.57,,4.43
2016 01 13 17 01 29.10,Stretto di Sicilia,,36.099,14.86,,4.17
2016 01 17 16 36 05.09,Stretto di Sicilia,,36.512,12.816,,4.04
2016 02 08 15 35 43.39,Monti Iblei,58,36.974,14.867,5,4.44
2016 05 25 22 10 27.26,Ionio meridionale,,36.796,15.893,,4.1
2016 06 03 09 59 51.00,Stretto di Sicilia,,36.137,12.992,,4.09
2017 01 30 08 15 33.26,Etna - Versante meridionale,,37.665,14.953,,3.3
2017 01 30 09 51 07.78,Etna - Versante meridionale,,37.677,14.966,,3.6
2017 01 30 09 59 48.51,Etna - Versante meridionale,,37.666,14.961,,3.2
2017 08 19 11 38 10.52,Etna - Versante sud-occidentale,,37.673,14.863,,3.3
2017 08 25 21 57 47.38,Etna - Versante sud-occidentale,,37.626,14.913,,3.3
2017 09 18 07 21 27.71,Etna - Versante sud-occidentale,,37.727,14.923,,
